subid,trial_type,trial,total_fixation,order,trial_num,lab,stimulus,looking_time,MovieStart,MovieEnd,TrialTime,total_trial_time,trial_error,trial_error_type,notes
MB12_S12,ADS,ADS6,1.88,1,13,irl-concordia,NA,NA,03:03.177,03:21.292,00:18.115,18.115,noerror,NA,no calibration dot
MB12_S12,ADS,ADS7,0,1,16,irl-concordia,NA,NA,04:23.938,04:28.460,00:04.522,4.522,error,experimenter began trial too early,
MB12_S12,ADS,ADS8,0.5,1,17,irl-concordia,NA,NA,04:33.769,04:37.212,00:03.443,3.443,error,experimenter began trial too early,
MB12_S12,IDS,IDS1,8.62,1,3,irl-concordia,NA,NA,00:42.579,00:57.599,00:15.020,15.020,noerror,NA,
MB12_S12,IDS,IDS2,12.06,1,5,irl-concordia,NA,NA,01:10.945,01:26.001,00:15.056,15.056,noerror,NA,
MB12_S12,IDS,IDS3,1.67,1,8,irl-concordia,NA,NA,01:52.349,01:58.990,00:06.641,6.641,noerror,NA,
MB12_S12,IDS,IDS4,2.05,1,9,irl-concordia,NA,NA,02:04.294,02:16.710,00:12.416,12.416,noerror,NA,
MB12_S12,IDS,IDS5,1.21,1,12,irl-concordia,NA,NA,02:46.485,03:00.397,00:13.912,13.912,error,trial should have ended earlier,fussy
MB12_S12,IDS,IDS6,0,1,14,irl-concordia,NA,NA,03:26.090,03:33.404,00:07.314,7.314,noerror,NA,
MB12_S12,IDS,IDS7,0.4,1,15,irl-concordia,NA,NA,04:01.210,04:14.916,00:13.706,13.706,error,trial should have ended earlier,
MB12_S12,IDS,IDS8,0.12,1,18,irl-concordia,NA,NA,04:39.846,04:49.020,00:09.174,9.174,error,experimenter ended trial too early,
MB12_S12,training,train1,11.98,1,1,irl-concordia,NA,NA,00:08.812,00:26.876,00:18.064,18.064,noerror,NA,
MB12_S12,training,train2,3.51,1,2,irl-concordia,NA,NA,00:29.527,00:39.711,00:10.184,10.184,error,trial should have ended earlier,
MB12_S13,ADS,ADS1,5.77,2,3,irl-concordia,NA,NA,00:49.064,00:54.681,00:05.617,5.617,error,trial should have ended earlier,
MB12_S13,ADS,ADS2,0,2,5,irl-concordia,NA,NA,01:21.834,01:26.165,00:04.331,4.331,error,experimenter began trial too early,
MB12_S13,ADS,ADS3,0.47,2,8,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,ADS,ADS4,0,2,9,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,ADS,ADS5,0,2,12,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,ADS,ADS6,0,2,14,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,ADS,ADS7,0,2,15,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,ADS,ADS8,0,2,18,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,IDS,IDS1,17.34,2,4,irl-concordia,NA,NA,00:59.130,01:17.196,00:18.066,18.066,noerror,NA,
MB12_S13,IDS,IDS2,6.79,2,6,irl-concordia,NA,NA,01:41.193,01:59.265,00:18.072,18.072,error,experimenter began trial too early,parent interaction
MB12_S13,IDS,IDS3,2.65,2,7,irl-concordia,NA,NA,02:05.201,02:11.645,00:06.444,6.444,noerror,NA,
MB12_S13,IDS,IDS4,0,2,10,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,IDS,IDS5,0,2,11,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,IDS,IDS6,0,2,13,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,IDS,IDS7,0,2,16,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,IDS,IDS8,0,2,17,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S13,training,train1,2.99,2,2,irl-concordia,NA,NA,00:27.491,00:33.950,00:06.459,6.459,noerror,NA,
MB12_S13,training,train2,8.44,2,1,irl-concordia,NA,NA,00:09.583,00:22.446,00:12.863,12.863,noerror,NA,
MB12_S14,ADS,ADS1,10.12,1,4,irl-concordia,NA,NA,01:05.767,01:23.794,00:18.027,18.027,error,trial should have ended earlier,skipped attention-getter
MB12_S14,ADS,ADS2,6.28,1,6,irl-concordia,NA,NA,01:44.167,01:55.195,00:11.028,11.028,noerror,NA,
MB12_S14,ADS,ADS3,14.69,1,7,irl-concordia,NA,NA,01:58.237,02:16.297,00:18.060,18.060,noerror,NA,
MB12_S14,ADS,ADS4,1.09,1,10,irl-concordia,NA,NA,02:57.279,03:03.610,00:06.331,6.331,error,experimenter began trial too early,
MB12_S14,ADS,ADS5,5.65,1,11,irl-concordia,NA,NA,03:06.767,03:18.121,00:11.354,11.354,noerror,NA,
MB12_S14,ADS,ADS6,1.75,1,13,irl-concordia,NA,NA,03:37.675,03:44.041,00:06.366,6.366,noerror,NA,
MB12_S14,ADS,ADS7,11.74,1,16,irl-concordia,NA,NA,04:24.984,04:43.030,00:18.046,18.046,noerror,NA,
MB12_S14,ADS,ADS8,5.45,1,17,irl-concordia,NA,NA,04:46.212,05:04.265,00:18.053,18.053,noerror,NA,
MB12_S14,IDS,IDS1,10.23,1,3,irl-concordia,NA,NA,00:47.010,01:05.059,00:18.049,18.490,noerror,NA,
MB12_S14,IDS,IDS2,7.36,1,5,irl-concordia,NA,NA,01:24.871,01:36.499,00:11.628,11.628,noerror,NA,skipped attention-getter
MB12_S14,IDS,IDS3,15.19,1,8,irl-concordia,NA,NA,02:19.900,02:37.952,00:18.052,18.052,noerror,NA,
MB12_S14,IDS,IDS4,8.28,1,9,irl-concordia,NA,NA,02:41.465,02:54.930,00:13.465,13.465,noerror,NA,
MB12_S14,IDS,IDS5,0,1,12,irl-concordia,NA,NA,03:21.213,03:25.033,00:03.820,3.820,error,NA,
MB12_S14,IDS,IDS6,3.7,1,14,irl-concordia,NA,NA,03:49.128,04:00.513,00:11.385,11.385,error,experimenter began trial too early,
MB12_S14,IDS,IDS7,8.74,1,15,irl-concordia,NA,NA,04:09.014,04:22.105,00:13.091,13.091,noerror,NA,
MB12_S14,IDS,IDS8,9.92,1,18,irl-concordia,NA,NA,05:06.909,05:24.968,00:18.059,18.059,noerror,NA,
MB12_S14,training,train1,13.89,1,1,irl-concordia,NA,NA,00:05.018,00:23.087,00:18.069,18.069,noerror,NA,
MB12_S14,training,train2,8.35,1,2,irl-concordia,NA,NA,00:27.591,00:42.739,00:15.148,15.148,noerror,NA,
MB12_S15,ADS,ADS1,2.09,4,8,irl-concordia,NA,NA,01:31.527,01:37.699,00:06.172,6.172,noerror,NA,
MB12_S15,ADS,ADS2,1.1,4,12,irl-concordia,NA,NA,02:11.788,02:17.739,00:05.951,5.951,noerror,NA,
MB12_S15,ADS,ADS3,3.22,4,10,irl-concordia,NA,NA,01:51.551,01:58.475,00:06.924,6.924,noerror,NA,
MB12_S15,ADS,ADS4,3.84,4,13,irl-concordia,NA,NA,02:23.096,02:29.635,00:06.539,6.539,noerror,NA,
MB12_S15,ADS,ADS5,7.18,4,3,irl-concordia,NA,NA,00:39.405,00:50.340,00:10.935,10.935,noerror,NA,
MB12_S15,ADS,ADS6,2.8,4,15,irl-concordia,NA,NA,02:56.754,03:07.226,00:10.472,10.472,noerror,NA,
MB12_S15,ADS,ADS7,0.33,4,6,irl-concordia,NA,NA,01:12.726,01:18.788,00:06.062,6.062,error,experimenter began trial too early,
MB12_S15,ADS,ADS8,5.9,4,17,irl-concordia,NA,NA,03:26.747,03:35.522,00:08.775,8.775,noerror,NA,
MB12_S15,IDS,IDS1,2.77,4,7,irl-concordia,NA,NA,01:21.691,01:27.819,00:06.128,6.128,noerror,NA,
MB12_S15,IDS,IDS2,1.72,4,11,irl-concordia,NA,NA,02:02.070,02:08.355,00:06.285,6.285,noerror,NA,
MB12_S15,IDS,IDS3,4.3,4,9,irl-concordia,NA,NA,01:41.573,01:48.475,00:06.902,6.902,error,experimenter ended trial too early,
MB12_S15,IDS,IDS4,9.62,4,14,irl-concordia,NA,NA,02:32.842,02:50.904,00:18.062,18.062,error,trial should have ended earlier,
MB12_S15,IDS,IDS5,2.5,4,4,irl-concordia,NA,NA,00:53.651,01:00.260,00:06.609,6.609,noerror,NA,
MB12_S15,IDS,IDS6,1.74,4,16,irl-concordia,NA,NA,03:12.615,03:19.698,00:07.083,7.083,noerror,NA,
MB12_S15,IDS,IDS7,1.91,4,5,irl-concordia,NA,NA,01:03.748,01:09.492,00:05.744,5.744,noerror,NA,
MB12_S15,IDS,IDS8,6.26,4,18,irl-concordia,NA,NA,03:40.197,03:51.881,00:11.684,11.684,noerror,NA,
MB12_S15,training,train1,7.29,4,2,irl-concordia,NA,NA,00:25.406,00:36.404,00:10.998,10.998,noerror,NA,
MB12_S15,training,train2,6.99,4,1,irl-concordia,NA,NA,00:05.010,00:20.324,00:15.314,15.314,noerror,NA,
MB12_S16,ADS,ADS1,0.98,1,4,irl-concordia,NA,NA,00:49.064,00:54.681,00:05.617,5.617,noerror,NA,
MB12_S16,ADS,ADS2,6.77,1,6,irl-concordia,NA,NA,01:18.206,01:33.136,00:14.930,14.930,noerror,NA,
MB12_S16,ADS,ADS3,2.55,1,7,irl-concordia,NA,NA,01:36.424,01:51.376,00:14.952,14.952,error,trial should have ended earlier,
MB12_S16,ADS,ADS4,1.2,1,10,irl-concordia,NA,NA,02:33.579,02:48.607,00:15.028,15.028,error,trial should have ended earlier,
MB12_S16,ADS,ADS5,0,1,11,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,ADS,ADS6,0,1,13,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,ADS,ADS7,0,1,16,irl-concordia,NA,NA,Na,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,ADS,ADS8,0,1,17,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,IDS,IDS1,7.4,1,3,irl-concordia,NA,NA,00:35.208,00:45.817,00:10.609,10.609,noerror,NA,
MB12_S16,IDS,IDS2,6.09,1,5,irl-concordia,NA,NA,01:02.509,01:15.592,00:13.083,13.083,noerror,NA,
MB12_S16,IDS,IDS3,3.8,1,8,irl-concordia,NA,NA,01:54.596,02:08.735,00:14.139,14.139,noerror,NA,
MB12_S16,IDS,IDS4,0.27,1,9,irl-concordia,NA,NA,02:16.736,02:25.135,00:08.399,8.399,error,trial should have ended earlier,
MB12_S16,IDS,IDS5,0,1,12,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,IDS,IDS6,0,1,14,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,IDS,IDS7,0,1,15,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,IDS,IDS8,0,1,18,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S16,training,train1,5.76,1,1,irl-concordia,NA,NA,00:05.717,00:20.658,00:14.941,14.941,noerror,NA,
MB12_S16,training,train2,1.9,1,2,irl-concordia,NA,NA,00:25.425,00:32.489,00:07.064,7.064,noerror,NA,
MB12_S17,ADS,ADS1,16.43,2,3,irl-concordia,NA,NA,00:44.483,01:02.543,00:18.060,18.060,noerror,NA,
MB12_S17,ADS,ADS2,4.33,2,5,irl-concordia,NA,NA,01:29.768,01:38.544,00:08.776,8.776,noerror,NA,
MB12_S17,ADS,ADS3,13.44,2,8,irl-concordia,NA,NA,02:25.930,02:42.930,00:17.000,17.000,noerror,NA,
MB12_S17,ADS,ADS4,4.79,2,9,irl-concordia,NA,NA,02:46.078,02:54.134,00:08.056,8.056,noerror,NA,
MB12_S17,ADS,ADS5,4.32,2,12,irl-concordia,NA,NA,03:29.168,03:38.389,00:09.221,9.221,noerror,NA,
MB12_S17,ADS,ADS6,3.01,2,14,irl-concordia,NA,NA,03:56.574,04:04.245,00:07.671,7.671,noerror,NA,
MB12_S17,ADS,ADS7,6.55,2,15,irl-concordia,NA,NA,04:12.768,04:23.389,00:10.621,10.621,noerror,NA,
MB12_S17,ADS,ADS8,3.74,2,18,irl-concordia,NA,NA,04:55.613,05:03.964,00:08.351,8.351,noerror,NA,
MB12_S17,IDS,IDS1,16.29,2,4,irl-concordia,NA,NA,01:06.282,01:24.337,00:18.055,18.055,noerror,NA,
MB12_S17,IDS,IDS2,15.44,2,6,irl-concordia,NA,NA,01:41.933,01:59.983,00:18.050,18.050,noerror,NA,
MB12_S17,IDS,IDS3,15.34,2,7,irl-concordia,NA,NA,02:03.111,02:21.164,00:18.053,18.053,noerror,NA,
MB12_S17,IDS,IDS4,5.2,2,10,irl-concordia,NA,NA,02:59.091,03:11.598,00:12.507,12.507,noerror,NA,
MB12_S17,IDS,IDS5,3.15,2,11,irl-concordia,NA,NA,03:17.456,03:24.590,00:07.134,7.134,noerror,NA,
MB12_S17,IDS,IDS6,1.76,2,13,irl-concordia,NA,NA,03:45.008,03:50.469,00:05.461,5.461,noerror,NA,
MB12_S17,IDS,IDS7,3.93,2,16,irl-concordia,NA,NA,04:26.569,04:36.012,00:09.443,9.443,noerror,NA,
MB12_S17,IDS,IDS8,7.17,2,17,irl-concordia,NA,NA,04:40.401,04:51.884,00:11.483,11.483,noerror,NA,
MB12_S17,training,train1,12.71,2,2,irl-concordia,NA,NA,00:25.970,00:41.713,00:15.743,15.743,noerror,NA,
MB12_S17,training,train2,13.03,2,1,irl-concordia,NA,NA,00:03.568,00:21.627,00:18.059,18.059,noerror,NA,
MB12_S18,ADS,ADS1,3.15,3,7,irl-concordia,NA,NA,02:44.186,02:53.984,00:09.798,9.798,noerror,NA,
MB12_S18,ADS,ADS2,4.33,3,11,irl-concordia,NA,NA,04:33.349,04:43.006,00:09.657,9.657,noerror,NA,
MB12_S18,ADS,ADS3,1.54,3,9,irl-concordia,NA,NA,03:23.375,03:41.417,00:18.042,18.042,noerror,NA,
MB12_S18,ADS,ADS4,3.53,3,14,irl-concordia,NA,NA,05:15.033,05:33.086,00:18.053,18.053,noerror,NA,
MB12_S18,ADS,ADS5,5.77,3,4,irl-concordia,NA,NA,01:24.642,01:36.249,00:11.607,11.607,error,experimenter ended trial too early,
MB12_S18,ADS,ADS6,0.12,3,16,irl-concordia,NA,NA,05:52.246,05:58.253,00:06.007,6.007,error,experimenter began trial too early,
MB12_S18,ADS,ADS7,8.81,3,5,irl-concordia,NA,NA,02:06.490,02:21.505,00:15.015,15.015,noerror,NA,
MB12_S18,ADS,ADS8,0.39,3,18,irl-concordia,NA,NA,06:10.546,06:15.989,00:05.443,5.443,noerror,NA,
MB12_S18,IDS,IDS1,0.9,3,8,irl-concordia,NA,NA,03:00.595,03:18.653,00:18.058,18.058,noerror,NA,
MB12_S18,IDS,IDS2,0.17,3,12,irl-concordia,NA,NA,04:50.667,05:01.990,00:11.323,11.323,noerror,NA,
MB12_S18,IDS,IDS3,9.1,3,10,irl-concordia,NA,NA,03:44.864,04:02.863,00:17.999,17.999,noerror,NA,
MB12_S18,IDS,IDS4,0.75,3,13,irl-concordia,NA,NA,05:05.009,05:10.054,00:05.045,5.045,error,experimenter began trial too early,
MB12_S18,IDS,IDS5,10.03,3,3,irl-concordia,NA,NA,00:53.437,01:09.730,00:16.293,16.293,noerror,NA,
MB12_S18,IDS,IDS6,2.15,3,15,irl-concordia,NA,NA,05:34.187,05:49.206,00:15.019,15.019,error,trial should have ended earlier,skipped attention-getter
MB12_S18,IDS,IDS7,10.73,3,6,irl-concordia,NA,NA,02:24.288,02:39.664,00:15.376,15.376,noerror,NA,
MB12_S18,IDS,IDS8,0,3,17,irl-concordia,NA,NA,06:01.213,06:07.261,00:06.048,6.048,noerror,NA,
MB12_S18,training,train1,18.07,3,1,irl-concordia,NA,NA,00:10.571,00:28.637,00:18.066,18.066,noerror,NA,
MB12_S18,training,train2,17.18,3,2,irl-concordia,NA,NA,00:32.369,00:50.431,00:18.062,18.062,noerror,NA,
MB12_S19,ADS,ADS1,4.47,1,4,irl-concordia,NA,NA,01:09.184,01:17.664,00:08.480,8.480,noerror,NA,
MB12_S19,ADS,ADS2,4.31,1,6,irl-concordia,NA,NA,01:41.827,01:50.432,00:08.605,8.605,noerror,NA,
MB12_S19,ADS,ADS3,9.18,1,7,irl-concordia,NA,NA,01:55.417,02:13.474,00:18.057,18.057,noerror,NA,
MB12_S19,ADS,ADS4,2.51,1,10,irl-concordia,NA,NA,02:49.647,02:59.958,00:10.311,10.311,error,experimenter ended trial too early,
MB12_S19,ADS,ADS5,5.75,1,11,irl-concordia,NA,NA,03:03.547,03:13.102,00:09.555,9.555,noerror,NA,
MB12_S19,ADS,ADS6,13.28,1,13,irl-concordia,NA,NA,03:38.563,03:56.623,00:18.060,18.060,noerror,NA,
MB12_S19,ADS,ADS7,12.48,1,16,irl-concordia,NA,NA,04:40.998,04:59.066,00:18.068,18.068,noerror,NA,
MB12_S19,ADS,ADS8,12.53,1,17,irl-concordia,NA,NA,05:03.194,05:21.252,00:18.058,18.058,noerror,NA,
MB12_S19,IDS,IDS1,16.45,1,3,irl-concordia,NA,NA,00:47.345,01:05.395,00:18.050,18.050,noerror,NA,
MB12_S19,IDS,IDS2,15.45,1,5,irl-concordia,NA,NA,01:20.124,01:38.187,00:18.063,18.063,noerror,NA,
MB12_S19,IDS,IDS3,5.64,1,8,irl-concordia,NA,NA,02:12.740,02:26.655,00:13.915,13.915,noerror,NA,
MB12_S19,IDS,IDS4,7.28,1,9,irl-concordia,NA,NA,02:29.026,02:40.999,00:11.973,11.973,noerror,NA,
MB12_S19,IDS,IDS5,16.41,1,12,irl-concordia,NA,NA,03:16.293,03:34.348,00:18.055,18.055,noerror,NA,
MB12_S19,IDS,IDS6,14.8,1,14,irl-concordia,NA,NA,03:59.730,04:18.782,00:19.052,19.052,noerror,NA,
MB12_S19,IDS,IDS7,16.21,1,15,irl-concordia,NA,NA,04:20.423,04:38.478,00:18.055,18.055,noerror,NA,
MB12_S19,IDS,IDS8,10.92,1,18,irl-concordia,NA,NA,05:23.747,05:41.802,00:18.055,18.055,noerror,NA,
MB12_S19,training,train1,17.15,1,1,irl-concordia,NA,NA,00:04.304,00:22.335,00:18.031,18.031,noerror,NA,
MB12_S19,training,train2,13.77,1,2,irl-concordia,NA,NA,00:25.354,00:43.405,00:18.051,18.051,noerror,NA,
MB12_S20,ADS,ADS1,10.87,2,3,irl-concordia,NA,NA,00:46.289,01:01.958,00:15.669,16.669,error,trial should have ended earlier,
MB12_S20,ADS,ADS2,1.4,2,5,irl-concordia,NA,NA,01:24.882,01:31.551,00:06.669,6.669,noerror,NA,skipped attention-getter
MB12_S20,ADS,ADS3,1.86,2,8,irl-concordia,NA,NA,02:00.499,02:06.461,00:05.962,5.962,noerror,NA,
MB12_S20,ADS,ADS4,12.06,2,9,irl-concordia,NA,NA,02:09.392,02:27.250,00:17.858,17.858,noerror,NA,
MB12_S20,ADS,ADS5,0,2,12,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,ADS,ADS6,0,2,14,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,ADS,ADS7,0,2,15,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,ADS,ADS8,0,2,18,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,IDS,IDS1,13.72,2,4,irl-concordia,NA,NA,01:06.140,01:24.194,00:18.054,18.054,noerror,NA,
MB12_S20,IDS,IDS2,4.6,2,6,irl-concordia,NA,NA,01:33.747,01:41.861,00:08.114,8.114,noerror,NA,
MB12_S20,IDS,IDS3,5.15,2,7,irl-concordia,NA,NA,01:44.501,01:57.173,00:12.672,12.672,error,trial should have ended earlier,
MB12_S20,IDS,IDS4,4.21,2,10,irl-concordia,NA,NA,02:30.308,02:40.725,00:10.417,10.417,error,mom stopped study,
MB12_S20,IDS,IDS5,0,2,11,irl-concordia,NA,NA,00:26.001,00:44.061,00:18.060,18.060,error,"fussy, trial not watched",
MB12_S20,IDS,IDS6,0,2,13,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,IDS,IDS7,0,2,16,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,IDS,IDS8,0,2,17,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S20,training,train1,16.2,2,2,irl-concordia,NA,NA,00:26.001,00:44.061,00:18.060,18.060,noerror,NA,
MB12_S20,training,train2,16.73,2,1,irl-concordia,NA,NA,00:05.332,00:23.390,00:18.058,18.058,noerror,NA,
MB12_S21,ADS,ADS1,2.71,4,8,irl-concordia,NA,NA,02:17.221,02:24.230,00:07.009,7.009,noerror,NA,
MB12_S21,ADS,ADS2,0.72,4,12,irl-concordia,NA,NA,03:06.184,03:11.221,00:05.037,5.037,noerror,NA,
MB12_S21,ADS,ADS3,5.88,4,10,irl-concordia,NA,NA,02:36.128,02:54.187,00:18.059,18.059,noerror,NA,
MB12_S21,ADS,ADS4,6.78,4,13,irl-concordia,NA,NA,03:16.811,03:30.581,00:13.770,13.770,noerror,NA,
MB12_S21,ADS,ADS5,13.44,4,3,irl-concordia,NA,NA,00:46.387,01:04.447,00:18.060,18.060,noerror,NA,
MB12_S21,ADS,ADS6,6.6,4,15,irl-concordia,NA,NA,03:44.586,04:01.997,00:17.411,17.411,error,trial should have ended earlier,
MB12_S21,ADS,ADS7,5.67,4,6,irl-concordia,NA,NA,01:40.998,01:52.206,00:11.208,11.208,noerror,NA,
MB12_S21,ADS,ADS8,3.06,4,17,irl-concordia,NA,NA,04:28.044,04:37.628,00:09.584,9.584,noerror,NA,
MB12_S21,IDS,IDS1,10.79,4,7,irl-concordia,NA,NA,01:54.674,02:12.732,00:18.058,18.058,noerror,NA,
MB12_S21,IDS,IDS2,1.43,4,11,irl-concordia,NA,NA,02:57.099,03:02.437,00:05.338,5.338,noerror,NA,
MB12_S21,IDS,IDS3,1.6,4,9,irl-concordia,NA,NA,02:28.002,02:32.846,00:04.844,4.844,error,experimenter ended trial too early,
MB12_S21,IDS,IDS4,1.54,4,14,irl-concordia,NA,NA,03:34.588,03:40.549,00:05.961,5.961,noerror,NA,
MB12_S21,IDS,IDS5,15.59,4,4,irl-concordia,NA,NA,01:08.263,01:26.319,00:18.056,18.056,noerror,NA,
MB12_S21,IDS,IDS6,12.47,4,16,irl-concordia,NA,NA,04:05.877,04:23.938,00:18.061,18.061,noerror,NA,
MB12_S21,IDS,IDS7,2.84,4,5,irl-concordia,NA,NA,01:29.706,01:37.439,00:07.733,7.733,noerror,NA,
MB12_S21,IDS,IDS8,1.33,4,18,irl-concordia,NA,NA,04:42.424,04:48.276,00:05.852,5.852,noerror,NA,
MB12_S21,training,train1,11.86,4,2,irl-concordia,NA,NA,00:25.588,00:43.645,00:18.057,18.057,noerror,NA,
MB12_S21,training,train2,14.75,4,1,irl-concordia,NA,NA,00:03.995,00:22.054,00:18.059,18.059,noerror,NA,
MB12_S22,ADS,ADS1,9.18,2,3,irl-concordia,NA,NA,00:46.767,01:04.820,00:18.053,18.053,noerror,NA,
MB12_S22,ADS,ADS2,4.2,2,5,irl-concordia,NA,NA,01:16.462,01:27.305,00:10.843,10.843,noerror,NA,
MB12_S22,ADS,ADS3,4.32,2,8,irl-concordia,NA,NA,02:07.643,02:25.684,00:18.041,18.041,noerror,NA,
MB12_S22,ADS,ADS4,3.11,2,9,irl-concordia,NA,NA,02:27.545,02:39.144,00:11.599,11.599,error,trial should have ended earlier,
MB12_S22,ADS,ADS5,2.35,2,12,irl-concordia,NA,NA,03:11.858,03:23.744,00:11.886,11.886,noerror,NA,
MB12_S22,ADS,ADS6,1.12,2,14,irl-concordia,NA,NA,03:44.726,03:56.431,00:11.705,11.705,error,trial should have ended earlier,participant was crying; skipped attention-getter
MB12_S22,ADS,ADS7,0.9,2,15,irl-concordia,NA,NA,03:58.958,04:14.439,00:15.481,15.481,noerror,NA,
MB12_S22,ADS,ADS8,0.61,2,18,irl-concordia,NA,NA,04:44.891,04:56.035,00:11.144,11.144,error,trial should have ended earlier,
MB12_S22,IDS,IDS1,2.93,2,4,irl-concordia,NA,NA,01:06.561,01:14.457,00:07.896,7.896,noerror,NA,skipped attention-getter
MB12_S22,IDS,IDS2,7.6,2,6,irl-concordia,NA,NA,01:29.344,01:44.497,00:15.153,15.153,error,trial should have ended earlier,
MB12_S22,IDS,IDS3,3.55,2,7,irl-concordia,NA,NA,01:47.354,02:05.401,00:18.047,18.047,error,trial should have ended earlier,
MB12_S22,IDS,IDS4,2.53,2,10,irl-concordia,NA,NA,02:41.493,02:54.888,00:13.395,13.395,error,trial should have ended earlier,
MB12_S22,IDS,IDS5,2.98,2,11,irl-concordia,NA,NA,02:56.234,03:07.928,00:11.694,11.694,error,trial should have ended earlier,skipped attention-getter
MB12_S22,IDS,IDS6,2.55,2,13,irl-concordia,NA,NA,03:26.857,03:42.904,00:16.047,16.047,noerror,NA,
MB12_S22,IDS,IDS7,1.27,2,16,irl-concordia,NA,NA,04:17.149,04:30.495,00:13.346,13.346,noerror,NA,
MB12_S22,IDS,IDS8,1.38,2,17,irl-concordia,NA,NA,04:32.330,04:42.128,00:09.798,9.798,noerror,NA,
MB12_S22,training,train1,1.15,2,2,irl-concordia,NA,NA,00:25.518,00:42.769,00:17.251,17.251,noerror,NA,
MB12_S22,training,train2,6.71,2,1,irl-concordia,NA,NA,00:04.722,00:22.764,00:18.042,18.042,noerror,NA,
MB12_S23,ADS,ADS1,0.32,3,7,irl-concordia,NA,NA,01:54.728,02:07.147,00:12.419,12.419,error,experimenter began trial too early,
MB12_S23,ADS,ADS2,0,3,11,irl-concordia,NA,NA,02:50.795,02:56.210,00:05.415,5.415,error,experimenter began trial too early,
MB12_S23,ADS,ADS3,0,3,9,irl-concordia,NA,NA,02:23.362,02:38.754,00:15.392,15.392,noerror,NA,
MB12_S23,ADS,ADS4,2.56,3,14,irl-concordia,NA,NA,03:37.201,03:55.223,00:18.022,18.022,noerror,NA,
MB12_S23,ADS,ADS5,2.81,3,4,irl-concordia,NA,NA,01:16.356,01:23.604,00:07.248,7.248,noerror,NA,
MB12_S23,ADS,ADS6,3.83,3,16,irl-concordia,NA,NA,04:20.498,04:35.673,00:15.175,15.175,noerror,NA,
MB12_S23,ADS,ADS7,3.19,3,5,irl-concordia,NA,NA,01:27.202,01:34.364,00:07.162,7.162,noerror,NA,
MB12_S23,ADS,ADS8,1.38,3,18,irl-concordia,NA,NA,04:54.189,05:07.576,00:13.387,13.387,error,trial should have ended earlier,
MB12_S23,IDS,IDS1,0,3,8,irl-concordia,NA,NA,02:11.809,02:17.203,00:05.394,5.394,error,experimenter began trial too early,
MB12_S23,IDS,IDS2,0,3,12,irl-concordia,NA,NA,03:11.996,03:16.594,00:04.598,4.598,error,experimenter began trial too early,
MB12_S23,IDS,IDS3,1.48,3,10,irl-concordia,NA,NA,02:41.861,02:47.450,00:05.589,5.589,noerror,NA,
MB12_S23,IDS,IDS4,0,3,13,irl-concordia,NA,NA,03:26.118,03:34.593,00:08.475,8.475,noerror,NA,
MB12_S23,IDS,IDS5,0,3,3,irl-concordia,NA,NA,00:43.454,01:01.500,00:18.046,18.046,error,experimenter began trial too early,
MB12_S23,IDS,IDS6,5.73,3,15,irl-concordia,NA,NA,03:59.192,04:17.228,00:18.036,18.036,noerror,NA,
